Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;HSD;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
MJEA018;MJEA01810;Transfert musculotendineux et/ou ténodèse pour rétablissement de la fermeture des doigts longs;1;0;ADC;250.80 €;250.80 €;110;27 251 €;27 251 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJEA019;MJEA01940;Réinsertion du muscle biceps brachial sur le radius;4;0;ADA;96.38 €;96.38 €;1 088;106 060 €;106 009 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJEA019;MJEA01910;Réinsertion du muscle biceps brachial sur le radius;1;0;ADC;192.14 €;176.91 €;1 095;205 915 €;205 894 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJEA020;MJEA02040;Transfert musculotendineux et/ou ténodèse pour rétablissement de la fermeture des doigts longs et du pouce et des fonctions intrinsèques des doigts;4;0;ADA;126.00 €;126.00 €;17;2 167 €;2 167 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJEA020;MJEA02010;Transfert musculotendineux et/ou ténodèse pour rétablissement de la fermeture des doigts longs et du pouce et des fonctions intrinsèques des doigts;1;0;ADC;385.70 €;355.37 €;20;8 128 €;8 128 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJEA021;MJEA02140;Transfert musculotendineux pour rétablissement de l'extension active du coude;4;0;ADA;88.63 €;88.63 €;54;3 757 €;3 757 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJEA021;MJEA02110;Transfert musculotendineux pour rétablissement de l'extension active du coude;1;0;ADC;434.62 €;357.41 €;57;21 238 €;21 217 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJEC001;MJEC00140;Réinsertion ou suture d'un tendon de la coiffe des rotateurs de l'épaule, par arthroscopie;4;0;ADA;130.28 €;130.28 €;7 020;664 348 €;664 311 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJEC001;MJEC00110;Réinsertion ou suture d'un tendon de la coiffe des rotateurs de l'épaule, par arthroscopie;1;0;ADC;367.97 €;340.35 €;7 403;2 367 027 €;2 366 500 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJEC002;MJEC00240;Réinsertion et/ou suture de plusieurs tendons de la coiffe des rotateurs de l'épaule, par arthroscopie;4;0;ADA;148.07 €;148.07 €;29 460;3 987 460 €;3 986 829 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJEC002;MJEC00210;Réinsertion et/ou suture de plusieurs tendons de la coiffe des rotateurs de l'épaule, par arthroscopie;1;0;ADC;425.40 €;386.82 €;29 862;12 570 787 €;12 567 439 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJFA001;MJFA00140;Exérèse de calcification intratendineuse de la coiffe des rotateurs de l'épaule, par abord direct;4;0;ADA;97.12 €;97.12 €;171;13 319 €;13 288 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJFA001;MJFA00110;Exérèse de calcification intratendineuse de la coiffe des rotateurs de l'épaule, par abord direct;1;0;ADC;222.63 €;194.59 €;175;27 723 €;27 713 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJFA002;MJFA00240;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, arthrodèse radio-ulnaire distale et ostéotomie de l'ulna, par abord direct;4;0;ADA;154.20 €;154.20 €;99;15 725 €;15 725 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA002;MJFA00210;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, arthrodèse radio-ulnaire distale et ostéotomie de l'ulna, par abord direct;1;0;ADC;355.30 €;355.30 €;105;38 592 €;38 592 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA003;MJFA00340;Excision d'un panaris profond de la pulpe des doigts [phlegmon pulpaire];4;0;ADA;59.74 €;59.74 €;6 317;392 981 €;391 768 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA003;MJFA00310;Excision d'un panaris profond de la pulpe des doigts [phlegmon pulpaire];1;0;ADC;72.32 €;59.50 €;10 041;722 647 €;658 133 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA004;MJFA00440;Ténosynovectomie des muscles extenseurs au poignet, par abord direct;4;0;ADA;62.31 €;62.31 €;4 415;231 309 €;231 113 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA004;MJFA00410;Ténosynovectomie des muscles extenseurs au poignet, par abord direct;1;0;ADC;209.00 €;209.00 €;4 558;987 261 €;986 187 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA005;MJFA00540;Exérèse d'un hygroma du coude, par abord direct;4;0;ADA;48.02 €;48.02 €;1 750;70 354 €;66 934 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA005;MJFA00510;Exérèse d'un hygroma du coude, par abord direct;1;0;ADC;85.79 €;62.92 €;1 841;102 770 €;97 579 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA006;MJFA00640;Fasciectomie [Aponévrectomie] palmodigitale sur un rayon de la main, par abord direct;4;0;ADA;125.40 €;125.40 €;7 835;931 437 €;931 273 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA006;MJFA00610;Fasciectomie [Aponévrectomie] palmodigitale sur un rayon de la main, par abord direct;1;0;ADC;376.20 €;376.20 €;8 070;3 200 379 €;3 197 189 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA007;MJFA00740;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, résection de l'extrémité distale de l'ulna et transfert tendineux, par abord direct;4;0;ADA;87.97 €;87.97 €;142;11 921 €;11 921 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA007;MJFA00710;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, résection de l'extrémité distale de l'ulna et transfert tendineux, par abord direct;1;0;ADC;292.60 €;292.60 €;150;45 708 €;45 708 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA008;MJFA00840;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la paume de la main;4;0;ADA;72.00 €;72.00 €;1 576;103 681 €;103 529 €;Exérèse de lésion cutanée, sous cutanée ou des tissus mous;Actes techniques médicaux thérapeutiques
MJFA008;MJFA00810;Exérèse de lésion fasciale et/ou sousfasciale des tissus mous de la paume de la main;1;0;ADC;87.92 €;69.14 €;1 706;92 973 €;90 834 €;Exérèse de lésion cutanée, sous cutanée ou des tissus mous;Actes techniques médicaux thérapeutiques
MJFA009;MJFA00940;Excision de fasciite nécrosante de l'avant-bras et/ou de la main;4;0;ADA;60.85 €;60.85 €;236;12 924 €;12 827 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA009;MJFA00910;Excision de fasciite nécrosante de l'avant-bras et/ou de la main;1;0;ADC;160.94 €;146.02 €;245;36 602 €;36 180 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA010;MJFA01040;Fasciectomie [Aponévrectomie] palmodigitale sur plusieurs rayons de la main, par abord direct;4;0;ADA;125.40 €;125.40 €;6 526;736 793 €;736 508 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA010;MJFA01010;Fasciectomie [Aponévrectomie] palmodigitale sur plusieurs rayons de la main, par abord direct;1;0;ADC;376.20 €;376.20 €;6 824;2 671 810 €;2 663 249 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA011;MJFA01140;Résection des tissus mous de la main avec plastie cutanée et résection nerveuse, pour mégadactylie;4;0;ADA;98.60 €;98.60 €;31;3 001 €;3 001 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA011;MJFA01110;Résection des tissus mous de la main avec plastie cutanée et résection nerveuse, pour mégadactylie;1;0;ADC;265.17 €;251.67 €;35;9 581 €;9 581 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA012;MJFA01240;Ténosynovectomie des muscles fléchisseurs des doigts sur plusieurs rayons de la main, par abord direct;4;0;ADA;72.21 €;72.21 €;2 326;163 507 €;163 492 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA012;MJFA01210;Ténosynovectomie des muscles fléchisseurs des doigts sur plusieurs rayons de la main, par abord direct;1;0;ADC;209.00 €;209.00 €;2 432;524 278 €;523 636 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA013;MJFA01340;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodèse ou arthroplastie de 3 doigts ou plus, par abord direct;4;0;ADA;112.53 €;112.53 €;45;4 806 €;4 806 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA013;MJFA01310;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodèse ou arthroplastie de 3 doigts ou plus, par abord direct;1;0;ADC;339.61 €;315.48 €;51;16 308 €;16 308 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA014;MJFA01440;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, par abord direct;4;0;ADA;73.59 €;73.59 €;2 830;170 104 €;169 800 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA014;MJFA01410;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, par abord direct;1;0;ADC;250.80 €;250.80 €;2 881;748 253 €;746 911 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA015;MJFA01540;Ténosynovectomie des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct;4;0;ADA;66.35 €;66.35 €;19 777;1 232 536 €;1 231 193 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA015;MJFA01510;Ténosynovectomie des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct;1;0;ADC;209.00 €;209.00 €;20 908;4 548 058 €;4 543 976 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA016;MJFA01640;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodèse ou arthroplastie d'un doigt ou de 2 doigts, par abord direct;4;0;ADA;103.36 €;103.36 €;41;4 122 €;4 122 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA016;MJFA01610;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodèse ou arthroplastie d'un doigt ou de 2 doigts, par abord direct;1;0;ADC;288.56 €;281.48 €;45;13 157 €;13 157 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA017;MJFA01740;Résection des tissus mous de la main avec plastie cutanée, sans résection nerveuse, pour mégadactylie;4;0;ADA;80.46 €;80.46 €;11;783 €;783 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA017;MJFA01710;Résection des tissus mous de la main avec plastie cutanée, sans résection nerveuse, pour mégadactylie;1;0;ADC;220.50 €;208.21 €;13;2 462 €;2 462 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJFA018;MJFA01840;Ténosynovectomie des muscles fléchisseurs au poignet ou à la paume de la main, par abord direct;4;0;ADA;70.01 €;70.01 €;14 617;1 015 413 €;1 013 713 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFA018;MJFA01810;Ténosynovectomie des muscles fléchisseurs au poignet ou à la paume de la main, par abord direct;1;0;ADC;209.00 €;209.00 €;14 903;3 288 965 €;3 286 343 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJFC001;MJFC00140;Exérèse de calcification intratendineuse de la coiffe des rotateurs de l'épaule, par arthroscopie;4;0;ADA;105.54 €;105.54 €;3 320;196 282 €;196 102 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJFC001;MJFC00110;Exérèse de calcification intratendineuse de la coiffe des rotateurs de l'épaule, par arthroscopie;1;0;ADC;288.56 €;232.84 €;3 362;483 246 €;482 993 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJGA001;MJGA00140;Ablation de corps étranger de la coulisse bicipitale, par abord direct;4;0;ADA;78.07 €;78.07 €;82;6 166 €;6 142 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJGA001;MJGA00110;Ablation de corps étranger de la coulisse bicipitale, par abord direct;1;0;ADC;143.93 €;101.03 €;91;9 424 €;9 250 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJJA001;MJJA00140;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne, par abord direct;4;0;ADA;59.74 €;59.74 €;2 883;162 217 €;161 779 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA001;MJJA00110;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne, par abord direct;1;0;ADC;141.09 €;125.73 €;3 045;432 397 €;431 728 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA002;MJJA00240;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne avec ténosynovectomie, par abord direct;4;0;ADA;63.41 €;63.41 €;674;39 605 €;39 538 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA002;MJJA00210;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne avec ténosynovectomie, par abord direct;1;0;ADC;115.57 €;110.92 €;768;92 482 €;91 593 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA003;MJJA00340;Évacuation de suppuration profonde de la main et/ou de l'avant-bras n'atteignant pas les gaines synoviales, par abord direct;4;0;ADA;64.15 €;64.15 €;4 108;250 225 €;249 506 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA003;MJJA00310;Évacuation de suppuration profonde de la main et/ou de l'avant-bras n'atteignant pas les gaines synoviales, par abord direct;1;0;ADC;82.95 €;65.67 €;4 331;327 816 €;322 764 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA004;MJJA00440;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne étendu à la main et/ou à l'avant-bras, par abord direct;4;0;ADA;84.13 €;84.13 €;3 105;273 462 €;273 160 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJJA004;MJJA00410;Évacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne étendu à la main et/ou à l'avant-bras, par abord direct;1;0;ADC;224.75 €;191.80 €;3 237;729 695 €;728 877 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA002;MJMA00240;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'une articulation, sur un rayon de la main;4;0;ADA;84.00 €;84.00 €;11 478;920 907 €;919 305 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA002;MJMA00210;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'une articulation, sur un rayon de la main;1;0;ADC;190.72 €;167.68 €;11 919;2 204 183 €;2 200 266 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA003;MJMA00340;Réparation de la coiffe des rotateurs de l'épaule par autoplastie et/ou matériel prothétique, par abord direct;4;0;ADA;137.44 €;137.44 €;417;52 103 €;52 025 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJMA003;MJMA00310;Réparation de la coiffe des rotateurs de l'épaule par autoplastie et/ou matériel prothétique, par abord direct;1;0;ADC;384.99 €;363.38 €;427;150 146 €;149 889 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJMA006;MJMA00642;Reconstruction d'un tendon de la main par transplant libre, en deux temps;4;2;ADA;65.24 €;65.24 €;45;2 271 €;2 271 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA006;MJMA00641;Reconstruction d'un tendon de la main par transplant libre, en deux temps;4;1;ADA;65.24 €;65.24 €;124;5 308 €;5 308 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA006;MJMA00612;Reconstruction d'un tendon de la main par transplant libre, en deux temps;1;2;ADC;229.72 €;203.46 €;46;8 881 €;8 881 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA006;MJMA00611;Reconstruction d'un tendon de la main par transplant libre, en deux temps;1;1;ADC;167.32 €;167.27 €;127;17 218 €;17 218 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA009;MJMA00940;Reconstruction d'un tendon de la main par transplant pédiculé, en un temps;4;0;ADA;78.81 €;78.81 €;176;12 862 €;12 845 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA009;MJMA00910;Reconstruction d'un tendon de la main par transplant pédiculé, en un temps;1;0;ADC;462.98 €;338.75 €;180;67 845 €;67 764 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA010;MJMA01040;Réparation de plaie de l'appareil extenseur d'un doigt par greffe ou plastie d'allongement ou de retournement sur un rayon de la main, par abord direct;4;0;ADA;57.55 €;57.55 €;866;36 321 €;36 275 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA010;MJMA01010;Réparation de plaie de l'appareil extenseur d'un doigt par greffe ou plastie d'allongement ou de retournement sur un rayon de la main, par abord direct;1;0;ADC;146.76 €;137.79 €;911;109 138 €;108 971 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA012;MJMA01240;Reconstruction de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] par autogreffe sur un rayon de la main, par abord direct;4;0;ADA;68.55 €;68.55 €;552;31 957 €;31 848 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA012;MJMA01210;Reconstruction de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] par autogreffe sur un rayon de la main, par abord direct;1;0;ADC;167.20 €;167.20 €;562;75 802 €;75 802 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA013;MJMA01340;Reconstruction d'un tendon de la main par transplant libre, en un temps;4;0;ADA;65.24 €;65.24 €;210;10 646 €;10 609 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA013;MJMA01310;Reconstruction d'un tendon de la main par transplant libre, en un temps;1;0;ADC;229.72 €;203.46 €;215;39 010 €;39 010 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA014;MJMA01442;Reconstruction d'un tendon de la main par transplant pédiculé, en deux temps;4;2;ADA;78.81 €;78.81 €;14;1 088 €;1 088 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA014;MJMA01441;Reconstruction d'un tendon de la main par transplant pédiculé, en deux temps;4;1;ADA;65.24 €;65.24 €;21;907 €;907 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA014;MJMA01412;Reconstruction d'un tendon de la main par transplant pédiculé, en deux temps;1;2;ADC;462.98 €;338.75 €;15;5 559 €;5 559 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA014;MJMA01411;Reconstruction d'un tendon de la main par transplant pédiculé, en deux temps;1;1;ADC;167.32 €;167.27 €;23;3 037 €;3 037 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA015;MJMA01540;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaies d'un nerf et d'une artère digitaux palmaires, sur un rayon de la main;4;0;ADA;194.99 €;194.99 €;305;61 844 €;61 844 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA015;MJMA01510;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaies d'un nerf et d'une artère digitaux palmaires, sur un rayon de la main;1;0;ADC;385.79 €;385.79 €;340;140 301 €;140 067 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA016;MJMA01640;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'un nerf ou d'une artère digital palmaire, sur un rayon de la main;4;0;ADA;144.87 €;144.87 €;620;92 830 €;92 827 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJMA016;MJMA01610;Réparation de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'un nerf ou d'une artère digital palmaire, sur un rayon de la main;1;0;ADC;276.07 €;276.07 €;629;185 558 €;185 538 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA001;MJPA00140;Désinsertion musculo-tendino-cutanée étendue pour surélévation congénitale de la scapula;4;0;ADA;165.57 €;165.57 €;32;5 168 €;5 157 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA001;MJPA00110;Désinsertion musculo-tendino-cutanée étendue pour surélévation congénitale de la scapula;1;0;ADC;376.48 €;336.50 €;50;13 134 €;13 114 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA002;MJPA00240;Libération des tendons des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct;4;0;ADA;77.71 €;77.71 €;7 174;553 254 €;552 773 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA002;MJPA00210;Libération des tendons des muscles fléchisseurs des doigts sur un rayon de la main, par abord direct;1;0;ADC;167.20 €;167.20 €;7 544;1 224 578 €;1 223 826 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA003;MJPA00340;Libération des tissus mous du premier espace interosseux métacarpien avec arthrodèse de la colonne du pouce, par abord direct;4;0;ADA;108.50 €;108.50 €;23;2 434 €;2 434 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA003;MJPA00310;Libération des tissus mous du premier espace interosseux métacarpien avec arthrodèse de la colonne du pouce, par abord direct;1;0;ADC;269.42 €;239.66 €;41;8 150 €;8 140 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA004;MJPA00440;Désinsertion du muscle subscapulaire avec transfert musculaire;4;0;ADA;129.37 €;129.37 €;49;4 159 €;4 159 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJPA004;MJPA00410;Désinsertion du muscle subscapulaire avec transfert musculaire;1;0;ADC;322.60 €;252.58 €;51;8 883 €;8 883 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJPA005;MJPA00540;Fasciotomie [Aponévrotomie] palmaire, par abord direct;4;0;ADA;64.15 €;64.15 €;1 347;78 637 €;78 624 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA005;MJPA00510;Fasciotomie [Aponévrotomie] palmaire, par abord direct;1;0;ADC;125.40 €;125.40 €;1 585;188 077 €;187 538 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA006;MJPA00640;Désinsertion du muscle subscapulaire sans transfert musculaire;4;0;ADA;104.08 €;104.08 €;42;3 278 €;3 278 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJPA006;MJPA00610;Désinsertion du muscle subscapulaire sans transfert musculaire;1;0;ADC;219.08 €;192.54 €;44;5 992 €;5 992 €;Chirurgie de l'épaule non osseuse ou traumatique;Actes chirurgicaux
MJPA007;MJPA00740;Libération des tissus mous du premier espace interosseux métacarpien, par abord direct;4;0;ADA;83.39 €;83.39 €;98;6 836 €;6 836 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA007;MJPA00710;Libération des tissus mous du premier espace interosseux métacarpien, par abord direct;1;0;ADC;165.91 €;162.06 €;102;12 137 €;12 137 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA008;MJPA00840;Libération des tissus mous du premier espace interosseux métacarpien avec arthroplastie ou libération articulaire mobilisatrice, par abord direct;4;0;ADA;112.89 €;112.89 €;343;39 421 €;39 421 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA008;MJPA00810;Libération des tissus mous du premier espace interosseux métacarpien avec arthroplastie ou libération articulaire mobilisatrice, par abord direct;1;0;ADC;254.53 €;235.41 €;349;87 816 €;87 842 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA009;MJPA00940;Libération du tendon d'un muscle extenseur d'un doigt sur un rayon de la main, par abord direct;4;0;ADA;77.71 €;77.71 €;9 273;700 114 €;699 420 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA009;MJPA00910;Libération du tendon d'un muscle extenseur d'un doigt sur un rayon de la main, par abord direct;1;0;ADC;146.76 €;137.79 €;9 491;1 322 167 €;1 320 857 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA010;MJPA01040;Incision ou excision d'un panaris superficiel;4;0;ADA;57.91 €;57.91 €;676;40 151 €;36 101 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA010;MJPA01010;Incision ou excision d'un panaris superficiel;1;0;ADC;38.29 €;30.99 €;6 651;253 354 €;192 435 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA011;MJPA01140;Libération de tendon au poignet avec ténosynovectomie, par abord direct;4;0;ADA;77.71 €;77.71 €;8 957;642 491 €;640 920 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA011;MJPA01110;Libération de tendon au poignet avec ténosynovectomie, par abord direct;1;0;ADC;209.00 €;209.00 €;9 212;1 961 671 €;1 960 169 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA012;MJPA01240;Désinsertion ou allongement des muscles épicondyliens latéraux au coude, par abord direct;4;0;ADA;134.99 €;134.99 €;3 448;476 403 €;476 305 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA012;MJPA01210;Désinsertion ou allongement des muscles épicondyliens latéraux au coude, par abord direct;1;0;ADC;281.29 €;281.29 €;3 490;1 057 997 €;1 057 840 €;Autres Actes de Chirurgie;Actes chirurgicaux
MJPA013;MJPA01340;Section ou plastie d'agrandissement de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] sur un rayon de la main, par abord direct;4;0;ADA;56.45 €;56.45 €;8 792;386 595 €;386 353 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
MJPA013;MJPA01310;Section ou plastie d'agrandissement de la partie cruciforme de la gaine fibreuse digitale [poulie de réflexion de tendon de muscle fléchisseur des doigts] sur un rayon de la main, par abord direct;1;0;ADC;62.70 €;62.70 €;9 532;465 789 €;457 805 €;Chirurgie du poignet et de la main non osseuse ou traumatique;Actes chirurgicaux
